ID,Marital,Gender,Income,Children,Education,Occupation,Home Owner,Cars,Commute Distance,Region,Age,Age Range,Purchased Bike
14887,Married,Female,"$30,000.00",1,High School,Clerical,Yes,1,5-10 Miles,North America,52,Old Age,No
11734,Married,Male,"$60,000.00",1,Partial College,Skilled Manual,No,1,0-1 Miles,North America,47,Adolesent,No
17462,Married,Male,"$70,000.00",3,Graduate Degree,Management,Yes,2,5-10 Miles,North America,53,Old Age,Yes
20659,Married,Male,"$70,000.00",3,Graduate Degree,Professional,Yes,0,0-1 Miles,North America,35,Adolesent,Yes
28004,Married,Female,"$60,000.00",3,Bachelors,Management,Yes,2,10+ Miles,North America,66,Old Age,No
19741,Single,Female,"$80,000.00",4,Graduate Degree,Management,Yes,2,5-10 Miles,North America,65,Old Age,No
17450,Married,Male,"$80,000.00",5,Partial College,Professional,Yes,3,5-10 Miles,North America,45,Adolesent,No
17337,Single,Male,"$40,000.00",0,High School,Skilled Manual,Yes,1,5-10 Miles,North America,31,Adolesent,No
18594,Single,Female,"$80,000.00",3,Bachelors,Skilled Manual,Yes,3,10+ Miles,North America,40,Adolesent,Yes
15982,Married,Male,"$110,000.00",5,Partial College,Professional,Yes,4,2-5 Miles,North America,46,Adolesent,No
28625,Single,Male,"$40,000.00",2,Partial College,Clerical,No,1,1-2 Miles,North America,47,Adolesent,Yes
11269,Married,Male,"$130,000.00",2,Graduate Degree,Management,Yes,2,0-1 Miles,North America,41,Adolesent,No
25148,Married,Male,"$60,000.00",2,High School,Professional,No,2,1-2 Miles,North America,48,Adolesent,Yes
13920,Single,Female,"$50,000.00",4,Bachelors,Skilled Manual,Yes,2,0-1 Miles,North America,42,Adolesent,No
23704,Single,Male,"$40,000.00",5,High School,Professional,Yes,4,10+ Miles,North America,60,Old Age,Yes
28972,Single,Female,"$60,000.00",3,Graduate Degree,Management,Yes,2,10+ Miles,North America,66,Old Age,No
22730,Married,Male,"$70,000.00",5,Bachelors,Management,Yes,2,10+ Miles,North America,63,Old Age,No
29134,Married,Male,"$60,000.00",4,Bachelors,Skilled Manual,No,3,10+ Miles,North America,42,Adolesent,No
14332,Single,Female,"$30,000.00",0,High School,Skilled Manual,No,2,5-10 Miles,North America,26,Adolesent,No
19117,Single,Female,"$60,000.00",1,Graduate Degree,Professional,Yes,0,2-5 Miles,North America,36,Adolesent,Yes
22864,Married,Male,"$90,000.00",2,Partial College,Professional,No,0,5-10 Miles,North America,49,Adolesent,Yes
11292,Single,Male,"$150,000.00",1,Partial College,Professional,No,3,0-1 Miles,North America,44,Adolesent,Yes
13466,Married,Male,"$80,000.00",5,Partial College,Professional,Yes,3,1-2 Miles,North America,46,Adolesent,No
23731,Married,Male,"$60,000.00",2,High School,Professional,Yes,2,2-5 Miles,North America,54,Old Age,Yes
28672,Single,Male,"$70,000.00",4,Graduate Degree,Professional,Yes,0,2-5 Miles,North America,35,Adolesent,Yes
11809,Married,Male,"$60,000.00",2,Bachelors,Skilled Manual,Yes,0,0-1 Miles,North America,38,Adolesent,Yes
19664,Single,Male,"$100,000.00",3,Bachelors,Management,No,3,1-2 Miles,North America,38,Adolesent,No
12121,Single,Male,"$60,000.00",3,High School,Professional,Yes,2,10+ Miles,North America,53,Old Age,Yes
,,,,,,,,,,,,,
,,,Sum,"$56,360,000.00",,,,,,,,,
,,,Average,"$56,360.00",,,,,,,,,
,,,Count,1000,,,,,,,,,
